#Frame	ca
38683	6
38684	8
38685	7
38686	6
38687	7
38688	6
38689	6
38690	7
38691	8
38692	5
38693	6
38694	6
38695	6
38696	6
38697	6
38698	7
38699	7
38700	8
38701	6
38702	6
38703	7
38704	7
38705	6
38706	6
38707	8
38708	6
38709	7
38710	5
38711	6
38712	7
38713	5
38714	7
38715	6
38716	5
38717	5
38718	7
38719	6
38720	5
38721	7
38722	6
38723	6
38724	7
38725	8
38726	8
38727	7
38728	8
38729	7
38730	6
38731	6
38732	7
38733	8
38734	7
38735	6
38736	5
38737	6
38738	7
38739	7
38740	5
38741	5
38742	7
38743	7
38744	7
38745	8
38746	6
38747	6
38748	5
38749	7
38750	6
38751	6
38752	6
38753	7
38754	8
38755	7
38756	6
38757	5
38758	6
38759	7
38760	7
38761	6
38762	8
38763	7
38764	7
38765	6
38766	7
38767	6
38768	7
38769	7
38770	6
38771	6
38772	5
38773	6
38774	8
38775	8
38776	8
38777	5
38778	5
38779	6
38780	5
38781	8
38782	6
38783	5
38784	7
38785	6
38786	6
38787	6
38788	5
38789	6
38790	7
38791	6
38792	8
38793	6
38794	6
38795	6
38796	7
38797	7
38798	5
38799	6
38800	5
38801	6
38802	7
38803	6
38804	7
38805	6
38806	7
38807	5
38808	8
38809	7
38810	7
38811	7
38812	6
38813	7
38814	5
38815	7
38816	6
38817	5
38818	6
38819	6
38820	6
38821	6
38822	7
38823	5
38824	7
38825	7
38826	7
38827	5
38828	7
38829	6
38830	8
38831	5
38832	6
38833	6
38834	7
38835	8
38836	5
38837	7
38838	6
38839	7
38840	6
38841	9
38842	6
38843	6
38844	6
38845	8
38846	8
38847	7
38848	7
38849	5
38850	6
38851	6
38852	7
38853	6
38854	6
38855	6
38856	5
38857	6
38858	8
38859	7
38860	6
38861	6
38862	8
38863	5
38864	7
38865	7
38866	7
38867	6
38868	7
38869	6
38870	8
38871	6
38872	7
38873	6
38874	7
38875	7
38876	6
38877	5
38878	6
38879	5
38880	7
38881	7
38882	6
38883	5
38884	5
38885	6
38886	8
38887	6
38888	7
38889	7
38890	6
38891	4
38892	8
38893	8
38894	7
38895	6
38896	7
38897	5
38898	7
38899	6
38900	8
38901	6
38902	8
38903	5
38904	7
38905	7
38906	7
38907	7
38908	7
38909	7
38910	7
38911	7
38912	5
38913	5
38914	7
38915	7
38916	5
38917	6
38918	6
38919	7
38920	6
38921	8
38922	4
38923	6
38924	5
38925	6
38926	6
38927	6
38928	6
38929	6
38930	6
38931	6
38932	7
38933	6
38934	7
38935	7
38936	6
38937	6
38938	6
38939	5
38940	8
38941	6
38942	7
38943	6
38944	6
38945	7
38946	8
38947	7
38948	6
38949	7
38950	5
38951	6
38952	6
38953	5
38954	6
38955	8
38956	5
38957	5
38958	5
38959	6
38960	5
38961	5
38962	8
38963	6
38964	7
38965	5
38966	5
38967	6
38968	6
38969	5
38970	8
38971	7
38972	7
38973	6
38974	6
38975	6
38976	6
38977	8
38978	8
38979	7
38980	7
38981	5
38982	7
38983	7
38984	5
38985	7
38986	6
38987	7
38988	7
38989	7
38990	6
38991	5
38992	6
38993	6
38994	7
38995	5
38996	6
38997	6
38998	4
38999	6
39000	6
39001	7
39002	6
39003	6
39004	7
39005	6
39006	7
39007	8
39008	6
39009	8
39010	5
39011	6
39012	7
39013	6
39014	7
39015	7
39016	6
39017	6
39018	7
39019	7
39020	5
39021	6
39022	7
39023	6
39024	7
39025	6
39026	6
39027	6
39028	7
39029	5
39030	5
39031	7
39032	8
39033	8
39034	6
39035	6
39036	7
39037	9
39038	6
39039	8
39040	8
39041	6
39042	6
39043	7
39044	8
39045	7
39046	6
39047	8
39048	6
39049	6
39050	7
39051	7
39052	7
39053	8
39054	8
39055	6
39056	7
39057	6
39058	7
39059	6
39060	7
39061	7
39062	6
39063	8
39064	4
39065	7
39066	7
39067	7
39068	7
39069	9
39070	7
39071	6
39072	8
39073	7
39074	6
39075	8
39076	8
39077	5
39078	7
39079	6
39080	9
39081	7
39082	7
39083	7
39084	7
39085	8
39086	8
39087	8
39088	6
39089	7
39090	7
39091	8
39092	6
39093	7
39094	9
39095	6
39096	7
39097	8
39098	8
39099	7
39100	7
39101	6
39102	5
39103	9
39104	7
39105	9
39106	8
39107	6
39108	7
39109	7
39110	8
39111	7
39112	8
39113	8
39114	7
39115	5
39116	6
39117	7
39118	7
39119	7
39120	7
39121	7
39122	8
39123	7
39124	7
39125	7
39126	7
39127	8
39128	6
39129	6
39130	6
39131	7
39132	7
39133	7
39134	7
39135	7
39136	7
39137	6
39138	8
39139	8
39140	6
39141	6
39142	7
39143	7
39144	7
39145	7
39146	6
39147	5
39148	5
39149	7
39150	8
39151	8
39152	6
39153	8
39154	7
39155	7
39156	6
39157	5
39158	8
39159	8
39160	6
39161	7
39162	6
39163	7
39164	7
39165	8
39166	6
39167	5
39168	7
39169	6
39170	6
39171	7
39172	8
39173	8
39174	7
39175	7
39176	7
39177	8
39178	7
39179	8
39180	7
39181	7
39182	8
39183	8
39184	8
39185	9
39186	6
39187	7
39188	7
39189	5
39190	7
39191	7
39192	7
39193	7
39194	6
39195	8
39196	9
39197	7
39198	6
39199	7
39200	8
39201	8
39202	5
39203	8
39204	6
39205	4
39206	7
39207	7
39208	7
39209	9
39210	8
39211	8
39212	6
39213	7
39214	8
39215	6
39216	5
39217	8
39218	7
39219	7
39220	5
39221	6
39222	8
39223	9
39224	6
39225	8
39226	9
39227	8
39228	8
39229	7
39230	7
39231	7
39232	7
39233	4
39234	6
39235	5
39236	8
39237	6
39238	10
39239	6
39240	7
39241	9
39242	6
39243	7
39244	8
39245	8
39246	8
39247	8
39248	8
39249	7
39250	6
39251	7
39252	9
39253	6
39254	7
39255	8
39256	8
39257	6
39258	6
39259	6
39260	7
39261	7
39262	8
39263	6
39264	8
39265	7
39266	5
39267	7
39268	7
39269	7
39270	7
39271	7
39272	7
39273	7
39274	8
39275	5
39276	7
39277	7
39278	6
39279	6
39280	8
39281	7
39282	6
39283	7
39284	7
39285	7
39286	7
39287	7
39288	7
39289	8
39290	7
39291	7
39292	6
39293	5
39294	6
39295	5
39296	7
39297	7
39298	6
39299	8
39300	7
39301	7
39302	7
39303	6
39304	6
39305	7
39306	6
39307	7
39308	7
39309	6
39310	6
39311	7
39312	8
39313	6
39314	8
39315	7
39316	8
39317	6
39318	8
39319	6
39320	8
39321	7
39322	8
39323	7
39324	7
39325	8
39326	6
39327	8
39328	6
39329	8
39330	7
39331	7
39332	8
39333	7
39334	7
39335	8
39336	7
39337	7
39338	7
39339	7
39340	8
39341	6
39342	8
39343	8
39344	6
39345	7
39346	9
39347	8
39348	7
39349	8
39350	9
39351	8
39352	9
39353	9
39354	10
39355	8
39356	9
39357	8
39358	7
39359	6
39360	9
39361	9
39362	8
39363	8
39364	7
39365	9
39366	8
39367	9
39368	7
39369	7
39370	8
39371	7
39372	7
39373	7
39374	6
39375	7
39376	10
39377	7
39378	7
39379	8
39380	8
39381	10
39382	8
39383	7
39384	7
39385	7
39386	8
39387	7
39388	9
39389	6
39390	6
39391	7
39392	8
39393	7
39394	7
39395	7
39396	8
39397	7
39398	8
39399	5
39400	7
39401	8
39402	8
39403	8
39404	6
39405	6
39406	7
39407	5
39408	6
39409	8
39410	6
39411	6
39412	7
39413	8
39414	6
39415	6
39416	7
39417	6
39418	7
39419	5
39420	7
39421	6
39422	7
39423	6
39424	7
39425	6
39426	8
39427	6
39428	8
39429	4
39430	6
39431	6
39432	7
39433	7
39434	7
39435	8
39436	7
39437	5
39438	6
39439	5
39440	6
39441	6
39442	4
39443	7
39444	8
39445	8
39446	8
39447	6
39448	6
39449	7
39450	6
39451	5
39452	6
39453	7
39454	7
39455	6
39456	5
39457	7
39458	7
39459	6
39460	7
39461	7
39462	7
39463	7
39464	6
39465	8
39466	8
39467	6
39468	5
39469	7
39470	6
39471	7
39472	5
39473	8
39474	8
39475	6
39476	8
39477	6
39478	8
39479	6
39480	5
39481	6
39482	8
39483	7
39484	5
39485	5
39486	7
39487	6
39488	6
39489	7
39490	6
39491	5
39492	6
39493	7
39494	7
39495	7
39496	8
39497	7
39498	8
39499	7
39500	6
39501	9
39502	6
39503	6
39504	7
39505	6
39506	5
39507	6
39508	8
39509	6
39510	8
39511	7
39512	7
39513	6
39514	7
39515	6
39516	6
39517	6
39518	7
39519	5
39520	6
39521	3
39522	7
39523	7
39524	9
39525	8
39526	7
39527	7
39528	6
39529	8
39530	6
39531	7
39532	8
39533	6
39534	6
39535	7
39536	6
39537	7
39538	6
39539	7
39540	6
39541	6
39542	6
39543	7
39544	6
39545	5
39546	10
39547	6
39548	6
39549	8
39550	5
39551	8
39552	7
39553	6
39554	6
39555	6
39556	7
39557	5
39558	5
39559	7
39560	7
39561	8
39562	6
39563	6
39564	6
39565	6
39566	7
39567	7
39568	8
39569	6
39570	7
39571	6
39572	7
39573	7
39574	7
39575	7
39576	7
39577	6
39578	7
39579	6
39580	5
39581	8
39582	6
39583	6
39584	8
39585	6
39586	6
39587	7
39588	7
39589	6
39590	8
39591	6
39592	5
39593	6
39594	5
39595	7
39596	8
39597	6
39598	8
39599	6
39600	7
39601	5
39602	7
39603	5
39604	6
39605	5
39606	8
39607	7
39608	6
39609	6
39610	9
39611	5
39612	5
39613	6
39614	8
39615	5
39616	7
39617	7
39618	6
39619	8
39620	7
39621	6
39622	6
39623	6
39624	6
39625	6
39626	7
39627	6
39628	7
39629	7
39630	6
39631	5
39632	5
39633	7
39634	6
39635	6
39636	7
39637	7
39638	7
39639	7
39640	7
39641	6
39642	5
39643	5
39644	8
39645	8
39646	5
39647	6
39648	6
39649	7
39650	7
39651	7
39652	5
39653	7
39654	7
39655	8
39656	7
39657	8
39658	5
39659	8
39660	8
39661	6
39662	6
39663	5
39664	7
39665	7
39666	7
39667	5
39668	5
39669	6
39670	6
39671	6
39672	6
39673	5
39674	7
39675	5
39676	5
39677	5
39678	6
39679	7
39680	7
39681	5
39682	7
39683	7
39684	8
39685	7
39686	7
39687	8
39688	7
39689	5
39690	8
39691	4
39692	7
39693	5
39694	7
39695	8
39696	6
39697	6
39698	8
39699	8
39700	6
39701	7
39702	6
39703	6
39704	7
39705	6
39706	7
39707	6
39708	6
39709	7
39710	7
39711	6
39712	5
39713	7
39714	6
39715	6
39716	6
39717	7
39718	7
39719	7
39720	8
39721	7
39722	6
39723	6
39724	7
39725	6
39726	6
39727	7
39728	8
39729	7
39730	8
39731	6
39732	7
39733	6
39734	5
39735	5
39736	6
39737	8
39738	7
39739	8
39740	6
39741	5
39742	5
39743	7
39744	7
39745	6
39746	8
39747	6
39748	7
39749	5
39750	7
39751	4
39752	7
39753	6
39754	6
39755	8
39756	7
39757	6
39758	8
39759	6
39760	5
39761	7
39762	7
39763	8
39764	5
39765	7
39766	7
39767	7
39768	7
39769	9
39770	6
39771	5
39772	7
39773	5
39774	7
39775	5
39776	8
39777	5
39778	6
39779	9
39780	6
39781	7
39782	5
39783	6
39784	7
39785	5
39786	6
39787	7
39788	7
39789	5
39790	6
39791	6
39792	6
39793	7
39794	8
39795	5
39796	5
39797	7
39798	7
39799	6
39800	6
39801	7
39802	6
39803	6
39804	6
39805	7
39806	5
39807	6
39808	8
39809	6
39810	8
39811	6
39812	8
39813	7
39814	7
39815	7
39816	6
39817	6
39818	7
39819	5
39820	6
39821	7
39822	6
39823	6
39824	6
39825	6
39826	5
39827	6
39828	5
39829	7
39830	5
39831	7
39832	9
39833	9
39834	7
39835	5
39836	8
39837	8
39838	6
39839	6
39840	7
39841	6
39842	7
39843	7
39844	7
39845	7
39846	6
39847	7
39848	8
39849	6
39850	7
39851	7
39852	7
39853	7
39854	7
39855	4
39856	7
39857	6
39858	6
39859	6
39860	8
39861	6
39862	6
39863	5
39864	6
39865	7
39866	8
39867	7
39868	7
39869	7
39870	5
39871	6
39872	6
39873	7
39874	6
39875	6
39876	8
39877	6
39878	6
39879	5
39880	6
39881	6
39882	7
39883	6
39884	7
39885	7
39886	7
39887	7
39888	7
39889	7
39890	7
39891	8
39892	7
39893	6
39894	5
39895	7
39896	8
39897	8
39898	6
39899	8
39900	6
39901	7
39902	8
39903	7
39904	5
39905	7
39906	7
39907	4
39908	6
39909	8
39910	9
39911	5
39912	6
39913	5
39914	6
39915	6
39916	6
39917	5
39918	8
39919	5
39920	8
39921	6
39922	6
39923	8
39924	4
39925	6
39926	8
39927	7
39928	7
39929	7
39930	6
39931	6
39932	7
39933	9
39934	6
39935	8
39936	8
39937	7
39938	5
39939	6
39940	7
39941	6
39942	6
39943	5
39944	4
39945	6
39946	6
39947	6
39948	5
39949	8
39950	7
39951	7
39952	7
39953	7
39954	7
39955	6
39956	5
39957	6
39958	7
39959	7
39960	7
39961	6
39962	6
39963	7
39964	7
39965	6
39966	7
39967	7
39968	6
39969	8
39970	7
39971	6
39972	5
39973	7
39974	8
39975	5
39976	7
39977	7
39978	7
39979	8
39980	5
39981	6
39982	5
39983	8
39984	4
39985	5
39986	7
39987	8
39988	8
39989	8
39990	5
39991	7
39992	7
39993	8
39994	6
39995	8
39996	6
39997	7
39998	6
39999	7
40000	7
40001	7
40002	4
40003	7
40004	6
40005	6
40006	5
40007	7
40008	6
40009	4
40010	7
40011	8
40012	6
40013	7
40014	7
40015	7
40016	7
40017	5
40018	8
40019	7
40020	5
40021	5
40022	4
40023	7
40024	8
40025	6
40026	8
40027	7
40028	6
40029	7
40030	8
40031	6
40032	7
40033	6
40034	7
40035	7
40036	5
40037	7
40038	6
40039	7
40040	6
40041	7
40042	6
40043	5
40044	7
40045	8
40046	5
40047	5
40048	6
40049	7
40050	6
40051	6
40052	8
40053	7
40054	6
40055	6
40056	6
40057	7
40058	7
40059	6
40060	5
40061	7
40062	6
40063	6
40064	8
40065	5
40066	6
40067	7
40068	6
40069	6
40070	6
40071	8
40072	6
40073	7
40074	7
40075	6
40076	7
40077	7
40078	6
40079	7
40080	8
40081	6
40082	6
40083	6
40084	6
40085	7
40086	7
40087	6
40088	6
40089	6
40090	7
40091	5
40092	7
40093	6
40094	6
40095	7
40096	5
40097	6
40098	6
40099	6
40100	6
40101	8
40102	5
40103	6
40104	8
40105	6
40106	5
40107	6
40108	5
40109	7
40110	6
40111	5
40112	7
40113	7
40114	5
40115	6
40116	6
40117	5
40118	6
40119	7
40120	4
40121	7
40122	9
40123	6
40124	7
40125	7
40126	6
40127	7
40128	7
40129	8
40130	6
40131	7
40132	7
40133	6
40134	7
40135	5
40136	7
40137	9
40138	5
40139	7
40140	5
40141	6
40142	6
40143	5
40144	8
40145	7
40146	7
40147	8
40148	7
40149	7
40150	5
40151	7
40152	7
40153	5
40154	6
40155	7
40156	8
40157	5
40158	8
40159	7
40160	6
40161	5
40162	8
40163	7
40164	5
40165	8
40166	7
40167	7
40168	6
40169	8
40170	6
40171	6
40172	6
40173	9
40174	5
40175	5
40176	6
40177	7
40178	6
40179	7
40180	6
40181	7
40182	6
40183	7
40184	7
40185	5
40186	6
40187	5
40188	7
40189	7
40190	9
40191	7
40192	5
40193	7
40194	6
40195	6
40196	5
40197	7
40198	7
40199	9
40200	8
40201	6
40202	8
40203	7
40204	5
40205	6
40206	8
40207	6
40208	6
40209	6
40210	5
40211	7
40212	7
40213	7
40214	6
40215	8
40216	6
40217	8
40218	5
40219	7
40220	6
40221	7
40222	7
40223	7
40224	7
40225	6
40226	7
40227	7
40228	6
40229	5
40230	6
40231	6
40232	7
40233	5
40234	6
40235	8
40236	6
40237	7
40238	5
40239	6
40240	8
40241	6
40242	5
40243	7
40244	6
40245	6
40246	6
40247	6
40248	7
40249	8
40250	7
40251	6
40252	6
40253	5
40254	7
40255	4
40256	6
40257	5
40258	6
40259	7
40260	6
40261	5
40262	5
40263	7
40264	5
40265	6
40266	5
40267	7
40268	7
40269	5
40270	5
40271	6
40272	5
40273	6
40274	5
40275	6
40276	5
40277	5
40278	7
40279	6
40280	6
40281	6
40282	6
40283	6
40284	6
40285	7
40286	6
40287	7
40288	4
40289	7
40290	4
40291	7
40292	5
40293	4
40294	7
40295	6
40296	7
40297	7
40298	7
40299	5
40300	5
40301	6
40302	6
40303	6
40304	5
40305	5
40306	6
40307	6
40308	8
40309	5
40310	6
40311	6
40312	5
40313	6
40314	6
40315	5
40316	5
40317	6
40318	5
40319	6
40320	7
40321	7
40322	5
40323	5
40324	8
40325	7
40326	6
40327	5
40328	5
40329	6
40330	7
40331	4
40332	5
40333	5
40334	7
40335	6
40336	7
40337	5
40338	6
40339	5
40340	7
40341	6
40342	5
40343	5
40344	6
40345	6
40346	6
40347	7
40348	7
40349	6
40350	5
40351	5
40352	6
40353	6
40354	7
40355	5
40356	6
40357	7
40358	6
40359	8
40360	5
40361	6
40362	6
40363	6
40364	6
40365	6
40366	7
40367	5
40368	5
40369	7
40370	5
40371	5
40372	6
40373	5
40374	5
40375	6
40376	7
40377	5
40378	5
40379	7
40380	4
40381	5
40382	7
40383	5
40384	6
40385	6
40386	5
40387	8
40388	5
40389	6
40390	6
40391	5
40392	6
40393	7
40394	5
40395	5
40396	7
40397	6
40398	7
40399	6
40400	6
40401	7
40402	6
40403	6
40404	6
40405	7
40406	7
40407	6
40408	8
40409	5
40410	7
40411	5
40412	7
40413	7
40414	5
40415	6
40416	6
40417	7
40418	6
40419	7
40420	6
40421	5
40422	6
40423	6
40424	6
40425	8
40426	6
40427	7
40428	8
40429	7
40430	6
40431	6
40432	7
40433	6
40434	8
40435	6
40436	7
40437	5
40438	7
40439	7
40440	7
40441	6
40442	7
40443	5
40444	7
40445	5
40446	5
40447	6
40448	7
40449	7
40450	5
40451	5
40452	6
40453	5
40454	6
40455	6
40456	6
40457	6
40458	5
40459	7
40460	8
40461	6
40462	6
40463	6
40464	7
40465	7
40466	4
40467	7
40468	6
40469	6
40470	8
40471	6
40472	5
40473	6
40474	6
40475	6
40476	5
40477	7
40478	7
40479	7
40480	7
40481	6
40482	6
40483	8
40484	6
40485	5
40486	6
40487	7
40488	7
40489	5
40490	6
40491	6
40492	7
40493	5
40494	7
40495	7
40496	6
40497	6
40498	5
40499	7
40500	7
40501	5
40502	7
40503	6
40504	5
40505	7
40506	6
40507	5
40508	6
40509	6
40510	6
40511	5
40512	6
40513	5
40514	5
40515	5
40516	4
40517	6
40518	7
40519	6
40520	5
40521	7
40522	5
40523	6
40524	6
40525	6
40526	8
40527	5
40528	6
40529	5
40530	6
40531	5
40532	6
40533	5
40534	5
40535	5
40536	6
40537	8
40538	5
40539	6
40540	5
40541	6
40542	6
40543	6
40544	6
40545	6
40546	6
40547	7
40548	7
40549	7
40550	6
40551	6
40552	6
40553	6
40554	5
40555	7
40556	7
40557	5
40558	7
40559	5
40560	5
40561	5
40562	5
40563	7
40564	5
40565	6
40566	7
40567	5
40568	7
40569	6
40570	7
40571	6
40572	5
40573	7
40574	6
40575	6
40576	5
40577	5
40578	7
40579	5
40580	5
40581	5
40582	6
40583	5
40584	6
40585	5
40586	6
40587	4
40588	5
40589	6
40590	6
40591	5
40592	4
40593	6
40594	6
40595	6
40596	6
40597	6
40598	6
40599	6
40600	6
40601	7
40602	6
40603	5
40604	4
40605	7
40606	5
40607	5
40608	5
40609	6
40610	5
40611	6
40612	6
40613	6
40614	6
40615	6
40616	5
40617	6
40618	7
40619	5
40620	5
40621	5
40622	5
40623	7
40624	5
40625	5
40626	6
40627	5
40628	7
40629	5
40630	6
40631	6
40632	6
40633	6
40634	6
40635	6
40636	5
40637	6
40638	5
40639	5
40640	6
40641	6
40642	6
40643	6
40644	6
40645	6
40646	6
40647	6
40648	5
40649	6
40650	5
40651	6
40652	8
40653	6
40654	7
40655	6
40656	7
40657	6
40658	6
40659	6
40660	6
40661	5
40662	6
40663	6
40664	7
40665	6
40666	5
40667	7
40668	7
40669	7
40670	4
40671	7
40672	6
40673	7
40674	6
40675	6
40676	7
40677	7
40678	5
40679	6
40680	7
40681	5
40682	5
40683	5
40684	6
40685	6
40686	8
40687	7
40688	8
40689	5
40690	8
40691	5
40692	5
40693	6
40694	7
40695	6
40696	6
40697	5
40698	5
40699	8
40700	7
40701	5
40702	5
40703	7
40704	6
40705	7
40706	7
40707	6
40708	7
40709	7
40710	7
40711	6
40712	4
40713	5
40714	7
40715	7
40716	6
40717	6
40718	7
40719	6
40720	8
40721	6
40722	5
40723	6
40724	6
40725	7
40726	5
40727	8
40728	5
40729	6
40730	6
40731	5
40732	7
40733	6
40734	7
40735	7
40736	6
40737	4
40738	8
40739	6
40740	5
40741	6
40742	7
40743	6
40744	6
40745	5
40746	7
40747	6
40748	6
40749	6
40750	6
40751	7
40752	8
40753	5
40754	5
40755	6
40756	5
40757	6
40758	7
40759	5
40760	5
40761	8
40762	6
40763	5
40764	4
40765	5
40766	7
40767	6
40768	5
40769	8
40770	5
40771	8
40772	5
40773	5
40774	5
40775	4
40776	5
40777	6
40778	6
40779	6
40780	7
40781	5
40782	7
40783	8
40784	7
40785	7
40786	5
40787	5
40788	5
40789	7
40790	8
40791	7
40792	6
40793	8
40794	7
40795	5
40796	7
40797	6
40798	6
40799	7
40800	8
40801	6
40802	5
40803	5
40804	5
40805	7
40806	7
40807	5
40808	7
40809	6
40810	6
40811	5
40812	6
40813	6
40814	6
40815	5
40816	5
40817	8
40818	7
40819	7
40820	5
40821	7
40822	6
40823	5
40824	7
40825	5
40826	4
40827	6
40828	7
40829	5
40830	4
40831	6
40832	6
40833	6
40834	6
40835	5
40836	5
40837	5
40838	6
40839	5
40840	6
40841	6
40842	7
40843	7
40844	7
40845	7
40846	6
40847	7
40848	5
40849	5
40850	6
40851	5
40852	5
40853	5
40854	7
40855	7
40856	6
40857	4
40858	6
40859	5
40860	6
40861	7
40862	6
40863	7
40864	8
40865	5
40866	6
40867	7
40868	5
40869	6
40870	6
40871	6
40872	6
40873	5
40874	6
40875	5
40876	6
40877	5
40878	7
40879	6
40880	6
40881	6
40882	6
40883	6
40884	6
40885	7
40886	6
40887	5
40888	5
40889	5
40890	7
40891	5
40892	6
40893	7
40894	8
40895	6
40896	6
40897	6
40898	7
40899	5
40900	6
40901	6
40902	6
40903	5
40904	5
40905	6
40906	7
40907	6
40908	6
40909	7
40910	6
40911	7
40912	6
40913	5
40914	7
40915	6
40916	7
40917	6
40918	5
40919	6
40920	7
40921	5
40922	8
40923	8
40924	4
40925	7
40926	6
40927	6
40928	5
40929	5
40930	7
40931	7
40932	6
40933	6
40934	7
40935	6
40936	6
40937	5
40938	5
40939	6
40940	6
40941	5
40942	6
40943	8
40944	6
40945	7
40946	6
40947	8
40948	5
40949	7
40950	4
40951	5
40952	5
40953	6
40954	7
40955	6
40956	7
40957	5
40958	6
40959	6
40960	6
40961	4
40962	5
40963	6
40964	6
40965	7
40966	4
40967	6
40968	5
40969	6
40970	4
40971	6
40972	7
40973	5
40974	6
40975	7
40976	5
40977	7
40978	5
40979	5
40980	7
40981	5
40982	5
40983	5
40984	5
40985	7
40986	8
40987	5
40988	6
40989	5
40990	5
40991	6
40992	6
40993	5
40994	6
40995	6
40996	6
40997	7
40998	6
40999	7
41000	7
41001	7
41002	5
41003	5
41004	7
41005	6
41006	6
41007	3
41008	6
41009	8
41010	5
41011	6
41012	8
41013	7
41014	6
41015	6
41016	5
41017	5
41018	5
41019	4
41020	6
41021	5
41022	5
41023	5
41024	9
41025	6
41026	6
41027	8
41028	6
41029	6
41030	7
41031	6
41032	5
41033	6
41034	6
41035	5
41036	5
41037	5
41038	4
41039	5
41040	6
41041	5
41042	7
41043	4
41044	6
41045	6
41046	6
41047	5
41048	6
41049	6
41050	4
41051	7
41052	6
41053	7
41054	6
41055	6
41056	5
41057	5
41058	6
41059	5
41060	7
41061	6
41062	7
41063	6
41064	5
41065	5
41066	7
41067	5
41068	6
41069	7
41070	6
41071	6
41072	5
41073	6
41074	7
41075	7
41076	6
41077	6
41078	5
41079	6
41080	4
41081	6
41082	8
41083	6
41084	5
41085	5
41086	7
41087	5
41088	6
41089	4
41090	5
41091	5
41092	6
41093	6
41094	5
41095	6
41096	6
41097	6
41098	7
41099	6
41100	6
41101	6
41102	7
41103	6
41104	5
41105	7
41106	8
41107	6
41108	5
41109	6
41110	4
41111	5
41112	5
41113	5
41114	7
41115	5
41116	7
41117	7
41118	5
41119	5
41120	8
41121	7
41122	7
41123	5
41124	6
41125	6
41126	6
41127	6
41128	7
41129	6
41130	5
41131	7
41132	7
41133	6
41134	6
41135	4
41136	5
41137	6
41138	6
41139	6
41140	6
41141	5
41142	5
41143	5
41144	6
41145	7
41146	6
41147	5
41148	6
41149	8
41150	5
41151	7
41152	6
41153	5
41154	6
41155	6
41156	6
41157	6
41158	5
41159	5
41160	5
41161	6
41162	7
41163	6
41164	7
41165	4
41166	6
41167	6
41168	8
41169	5
41170	6
41171	7
41172	5
41173	5
41174	7
41175	6
41176	5
41177	6
41178	6
41179	5
41180	4
41181	7
41182	6
41183	5
41184	5
41185	4
41186	6
41187	8
41188	6
41189	5
41190	6
41191	4
41192	6
41193	7
41194	8
41195	6
41196	5
41197	7
41198	6
41199	5
41200	5
41201	6
41202	6
41203	8
41204	7
41205	6
41206	6
41207	6
41208	7
41209	6
41210	6
41211	6
41212	6
41213	5
41214	6
41215	6
41216	7
41217	6
41218	6
41219	6
41220	6
41221	6
41222	6
41223	6
41224	8
41225	6
41226	5
41227	8
41228	6
41229	7
41230	6
41231	6
41232	8
41233	7
41234	6
41235	8
41236	6
41237	7
41238	7
41239	6
41240	6
41241	7
41242	7
41243	8
41244	8
41245	6
41246	6
41247	5
41248	7
41249	6
41250	6
41251	5
41252	6
41253	6
41254	4
41255	6
41256	7
41257	6
41258	5
41259	6
41260	5
41261	4
41262	5
41263	7
41264	6
41265	8
41266	6
41267	6
41268	6
41269	9
41270	6
41271	5
41272	7
41273	6
41274	6
41275	6
41276	5
41277	5
41278	4
41279	5
41280	6
41281	6
41282	8
41283	5
41284	6
41285	4
41286	6
41287	6
41288	6
41289	5
41290	5
41291	7
41292	6
41293	5
41294	6
41295	6
41296	6
41297	5
41298	6
41299	5
41300	5
41301	6
41302	6
41303	6
41304	7
41305	6
41306	8
41307	5
41308	6
41309	7
41310	6
41311	6
41312	6
41313	6
41314	6
41315	6
41316	5
41317	6
41318	6
41319	7
41320	7
41321	6
41322	6
41323	7
41324	6
41325	6
41326	7
41327	7
41328	5
41329	6
41330	5
41331	6
41332	6
41333	6
41334	6
41335	7
41336	6
41337	7
41338	5
41339	6
41340	7
41341	7
41342	6
41343	6
41344	6
41345	6
41346	8
41347	5
41348	9
41349	6
41350	8
41351	6
41352	5
41353	4
41354	6
41355	8
41356	6
41357	5
41358	4
41359	6
41360	7
41361	7
41362	7
41363	7
41364	5
41365	7
41366	7
41367	5
41368	4
41369	5
41370	6
41371	6
41372	5
41373	6
41374	6
41375	6
41376	7
41377	8
41378	7
41379	6
41380	6
41381	7
41382	5
41383	7
41384	7
41385	6
41386	6
41387	5
41388	6
41389	6
41390	5
41391	4
41392	6
41393	7
41394	6
41395	6
41396	6
41397	6
41398	6
41399	5
41400	9
41401	5
41402	6
41403	5
41404	8
41405	5
41406	7
41407	8
41408	7
41409	6
41410	6
41411	6
41412	4
41413	5
41414	5
41415	6
41416	7
41417	7
41418	6
41419	5
41420	6
41421	6
41422	6
41423	6
41424	8
41425	7
41426	6
41427	6
41428	6
41429	6
41430	6
41431	5
41432	6
41433	6
41434	6
41435	7
41436	8
41437	6
41438	7
41439	7
41440	6
41441	7
41442	6
41443	6
41444	7
41445	6
41446	7
41447	6
41448	8
41449	7
41450	8
41451	6
41452	7
41453	5
41454	8
41455	6
41456	6
41457	7
41458	6
41459	5
41460	7
41461	6
41462	7
41463	7
41464	6
41465	5
41466	6
41467	6
41468	5
41469	6
41470	6
41471	5
41472	6
41473	5
41474	5
41475	6
41476	5
41477	7
41478	6
41479	6
41480	5
